purchaseorderid;purchaseorderdetailid;duedate;orderqty;productid;unitprice;receivedqty;rejectedqty;modifieddate
2236.0;4977.0;2014-03-21 00:00:00.000;3.0;462.0;47.6805;3.0;0.0;2014-03-14 00:00:00.000
2237.0;4978.0;2014-03-21 00:00:00.000;550.0;510.0;23.4045;550.0;0.0;2014-03-14 00:00:00.000
2237.0;4979.0;2014-03-21 00:00:00.000;550.0;511.0;27.867;550.0;0.0;2014-03-14 00:00:00.000
2238.0;4980.0;2014-03-21 00:00:00.000;550.0;527.0;6.7515;550.0;0.0;2014-03-14 00:00:00.000
2239.0;4981.0;2014-03-21 00:00:00.000;550.0;938.0;31.4895;550.0;0.0;2014-03-14 00:00:00.000
2239.0;4982.0;2014-03-21 00:00:00.000;550.0;939.0;48.2895;550.0;0.0;2014-03-14 00:00:00.000
2239.0;4983.0;2014-03-21 00:00:00.000;550.0;509.0;36.2775;550.0;0.0;2014-03-14 00:00:00.000
2240.0;4984.0;2014-03-21 00:00:00.000;60.0;492.0;50.7465;60.0;0.0;2014-03-14 00:00:00.000
2240.0;4985.0;2014-03-21 00:00:00.000;60.0;493.0;58.2645;60.0;6.0;2014-03-14 00:00:00.000
2240.0;4986.0;2014-03-21 00:00:00.000;60.0;494.0;50.7465;60.0;0.0;2014-03-14 00:00:00.000
2241.0;4987.0;2014-03-21 00:00:00.000;550.0;523.0;10.3845;550.0;0.0;2014-03-14 00:00:00.000
2242.0;4988.0;2014-03-21 00:00:00.000;3.0;427.0;47.754;3.0;0.0;2014-03-14 00:00:00.000
2242.0;4989.0;2014-03-21 00:00:00.000;3.0;428.0;43.4805;3.0;0.0;2014-03-14 00:00:00.000
2243.0;4990.0;2014-03-21 00:00:00.000;3.0;490.0;12.7155;3.0;0.0;2014-03-14 00:00:00.000
2243.0;4991.0;2014-03-21 00:00:00.000;3.0;491.0;19.9395;3.0;0.0;2014-03-14 00:00:00.000
2244.0;4992.0;2014-03-21 00:00:00.000;3.0;528.0;38.157;3.0;0.0;2014-03-14 00:00:00.000
2245.0;4993.0;2014-03-21 00:00:00.000;3.0;505.0;44.2155;3.0;0.0;2014-03-14 00:00:00.000
2246.0;4994.0;2014-03-21 00:00:00.000;550.0;938.0;31.4895;468.0;0.0;2014-03-14 00:00:00.000
2246.0;4995.0;2014-03-21 00:00:00.000;550.0;939.0;48.2895;550.0;0.0;2014-03-14 00:00:00.000
2247.0;4996.0;2014-03-21 00:00:00.000;60.0;358.0;6.9825;60.0;0.0;2014-03-14 00:00:00.000
2248.0;4997.0;2014-03-21 00:00:00.000;3.0;450.0;39.2805;3.0;0.0;2014-03-14 00:00:00.000
2248.0;4998.0;2014-03-21 00:00:00.000;3.0;451.0;37.1805;3.0;0.0;2014-03-14 00:00:00.000
2248.0;4999.0;2014-03-21 00:00:00.000;3.0;452.0;41.454;3.0;0.0;2014-03-14 00:00:00.000
2248.0;5000.0;2014-03-21 00:00:00.000;3.0;453.0;37.1805;3.0;0.0;2014-03-14 00:00:00.000
2248.0;5001.0;2014-03-21 00:00:00.000;3.0;454.0;47.523;3.0;0.0;2014-03-14 00:00:00.000
2249.0;5002.0;2014-03-24 00:00:00.000;60.0;356.0;3.381;60.0;0.0;2014-03-17 00:00:00.000
2249.0;5003.0;2014-03-24 00:00:00.000;60.0;357.0;4.3155;60.0;0.0;2014-03-17 00:00:00.000
2250.0;5004.0;2014-03-24 00:00:00.000;3.0;386.0;47.4915;3.0;0.0;2014-03-17 00:00:00.000
2250.0;5005.0;2014-03-24 00:00:00.000;3.0;387.0;43.2705;3.0;0.0;2014-03-17 00:00:00.000
2250.0;5006.0;2014-03-24 00:00:00.000;3.0;388.0;47.544;3.0;0.0;2014-03-17 00:00:00.000
2251.0;5007.0;2014-03-24 00:00:00.000;3.0;490.0;12.3585;3.0;0.0;2014-03-17 00:00:00.000
2252.0;5008.0;2014-03-24 00:00:00.000;550.0;513.0;39.1965;550.0;82.0;2014-03-17 00:00:00.000
2253.0;5009.0;2014-03-24 00:00:00.000;3.0;405.0;39.0705;3.0;0.0;2014-03-17 00:00:00.000
2253.0;5010.0;2014-03-24 00:00:00.000;3.0;406.0;43.344;3.0;0.0;2014-03-17 00:00:00.000
2253.0;5011.0;2014-03-24 00:00:00.000;3.0;407.0;39.0705;3.0;0.0;2014-03-17 00:00:00.000
2254.0;5012.0;2014-03-24 00:00:00.000;550.0;931.0;34.8705;550.0;0.0;2014-03-17 00:00:00.000
2254.0;5013.0;2014-03-24 00:00:00.000;550.0;932.0;39.7635;550.0;0.0;2014-03-17 00:00:00.000
2255.0;5014.0;2014-03-24 00:00:00.000;3.0;437.0;37.1805;3.0;0.0;2014-03-17 00:00:00.000
2256.0;5015.0;2014-03-24 00:00:00.000;3.0;347.0;43.3755;3.0;0.0;2014-03-17 00:00:00.000
2256.0;5016.0;2014-03-24 00:00:00.000;3.0;348.0;41.2755;3.0;0.0;2014-03-17 00:00:00.000
2256.0;5017.0;2014-03-24 00:00:00.000;3.0;349.0;45.549;3.0;0.0;2014-03-17 00:00:00.000
2257.0;5018.0;2014-03-24 00:00:00.000;550.0;931.0;34.3455;550.0;0.0;2014-03-17 00:00:00.000
2257.0;5019.0;2014-03-24 00:00:00.000;550.0;932.0;39.2385;550.0;0.0;2014-03-17 00:00:00.000
2258.0;5020.0;2014-03-24 00:00:00.000;3.0;349.0;45.444;3.0;0.0;2014-03-17 00:00:00.000
2259.0;5021.0;2014-03-24 00:00:00.000;550.0;928.0;32.7705;550.0;0.0;2014-03-17 00:00:00.000
2259.0;5022.0;2014-03-24 00:00:00.000;550.0;929.0;37.086;550.0;0.0;2014-03-17 00:00:00.000
2259.0;5023.0;2014-03-24 00:00:00.000;550.0;930.0;43.0395;550.0;0.0;2014-03-17 00:00:00.000
2260.0;5024.0;2014-03-24 00:00:00.000;550.0;332.0;10.815;550.0;0.0;2014-03-17 00:00:00.000
2261.0;5025.0;2014-03-24 00:00:00.000;550.0;948.0;82.8345;550.0;0.0;2014-03-17 00:00:00.000
2261.0;5026.0;2014-03-24 00:00:00.000;550.0;907.0;82.8345;550.0;0.0;2014-03-17 00:00:00.000
2262.0;5027.0;2014-03-24 00:00:00.000;1250.0;325.0;0.21;1250.0;187.0;2014-03-17 00:00:00.000
2262.0;5028.0;2014-03-24 00:00:00.000;1250.0;326.0;0.21;1250.0;0.0;2014-03-17 00:00:00.000
2263.0;5029.0;2014-03-24 00:00:00.000;60.0;322.0;28.6965;60.0;0.0;2014-03-17 00:00:00.000
2264.0;5030.0;2014-03-24 00:00:00.000;550.0;930.0;42.5145;550.0;0.0;2014-03-17 00:00:00.000
2264.0;5031.0;2014-03-24 00:00:00.000;550.0;921.0;5.586;550.0;0.0;2014-03-17 00:00:00.000
2265.0;5032.0;2014-03-25 00:00:00.000;60.0;952.0;15.7395;60.0;0.0;2014-03-18 00:00:00.000
2266.0;5033.0;2014-03-25 00:00:00.000;550.0;933.0;43.4595;468.0;0.0;2014-03-18 00:00:00.000
2266.0;5034.0;2014-03-25 00:00:00.000;550.0;934.0;37.6215;550.0;0.0;2014-03-18 00:00:00.000
2266.0;5035.0;2014-03-25 00:00:00.000;550.0;922.0;6.531;550.0;0.0;2014-03-18 00:00:00.000
2266.0;5036.0;2014-03-25 00:00:00.000;550.0;923.0;6.1845;550.0;0.0;2014-03-18 00:00:00.000
2267.0;5037.0;2014-03-25 00:00:00.000;550.0;317.0;29.5785;550.0;0.0;2014-03-18 00:00:00.000
2267.0;5038.0;2014-03-25 00:00:00.000;550.0;318.0;36.099;550.0;0.0;2014-03-18 00:00:00.000
2267.0;5039.0;2014-03-25 00:00:00.000;550.0;319.0;48.5835;550.0;0.0;2014-03-18 00:00:00.000
2268.0;5040.0;2014-03-25 00:00:00.000;550.0;928.0;32.2455;550.0;0.0;2014-03-18 00:00:00.000
2268.0;5041.0;2014-03-25 00:00:00.000;550.0;929.0;36.561;550.0;0.0;2014-03-18 00:00:00.000
2269.0;5042.0;2014-03-26 00:00:00.000;550.0;319.0;46.4205;550.0;0.0;2014-03-19 00:00:00.000
2270.0;5043.0;2014-03-26 00:00:00.000;3.0;370.0;43.3965;3.0;0.0;2014-03-19 00:00:00.000
2270.0;5044.0;2014-03-26 00:00:00.000;3.0;371.0;39.123;3.0;0.0;2014-03-19 00:00:00.000
2270.0;5045.0;2014-03-26 00:00:00.000;3.0;372.0;37.023;3.0;0.0;2014-03-19 00:00:00.000
2271.0;5046.0;2014-03-26 00:00:00.000;3.0;2.0;41.916;3.0;0.0;2014-03-19 00:00:00.000
2272.0;5047.0;2014-03-26 00:00:00.000;3.0;1.0;50.2635;3.0;0.0;2014-03-19 00:00:00.000
2273.0;5048.0;2014-03-26 00:00:00.000;3.0;361.0;49.854;3.0;0.0;2014-03-19 00:00:00.000
2273.0;5049.0;2014-03-26 00:00:00.000;3.0;362.0;45.5805;3.0;0.0;2014-03-19 00:00:00.000
2273.0;5050.0;2014-03-26 00:00:00.000;3.0;363.0;43.4805;3.0;0.0;2014-03-19 00:00:00.000
2274.0;5051.0;2014-03-26 00:00:00.000;550.0;530.0;16.086;550.0;0.0;2014-03-19 00:00:00.000
2275.0;5052.0;2014-03-26 00:00:00.000;3.0;4.0;57.0255;3.0;0.0;2014-03-19 00:00:00.000
2276.0;5053.0;2014-03-26 00:00:00.000;550.0;512.0;37.086;468.0;0.0;2014-03-19 00:00:00.000
2277.0;5054.0;2014-03-26 00:00:00.000;550.0;513.0;26.5965;550.0;0.0;2014-03-19 00:00:00.000
2278.0;5055.0;2014-03-26 00:00:00.000;550.0;317.0;27.0585;550.0;0.0;2014-03-19 00:00:00.000
2278.0;5056.0;2014-03-26 00:00:00.000;550.0;318.0;33.579;550.0;0.0;2014-03-19 00:00:00.000
2278.0;5057.0;2014-03-26 00:00:00.000;550.0;319.0;46.0635;550.0;0.0;2014-03-19 00:00:00.000
2279.0;5058.0;2014-03-26 00:00:00.000;3.0;417.0;41.244;3.0;0.0;2014-03-19 00:00:00.000
2279.0;5059.0;2014-03-26 00:00:00.000;3.0;418.0;36.9705;3.0;0.0;2014-03-19 00:00:00.000
2279.0;5060.0;2014-03-26 00:00:00.000;3.0;419.0;34.8705;3.0;0.0;2014-03-19 00:00:00.000
2279.0;5061.0;2014-03-26 00:00:00.000;3.0;420.0;39.144;3.0;0.0;2014-03-19 00:00:00.000
2279.0;5062.0;2014-03-26 00:00:00.000;3.0;421.0;47.5755;3.0;0.0;2014-03-19 00:00:00.000
2280.0;5063.0;2014-03-26 00:00:00.000;3.0;433.0;43.3965;3.0;0.0;2014-03-19 00:00:00.000
2280.0;5064.0;2014-03-26 00:00:00.000;3.0;434.0;39.123;3.0;0.0;2014-03-19 00:00:00.000
2280.0;5065.0;2014-03-26 00:00:00.000;3.0;435.0;37.023;3.0;0.0;2014-03-19 00:00:00.000
2281.0;5066.0;2014-03-26 00:00:00.000;60.0;322.0;25.4205;60.0;0.0;2014-03-19 00:00:00.000
2282.0;5067.0;2014-03-26 00:00:00.000;3.0;443.0;39.123;3.0;0.0;2014-03-19 00:00:00.000
2282.0;5068.0;2014-03-26 00:00:00.000;3.0;444.0;37.023;3.0;0.0;2014-03-19 00:00:00.000
2283.0;5069.0;2014-03-26 00:00:00.000;550.0;941.0;62.9895;550.0;0.0;2014-03-19 00:00:00.000
2284.0;5070.0;2014-03-26 00:00:00.000;3.0;320.0;45.3705;3.0;0.0;2014-03-19 00:00:00.000
2284.0;5071.0;2014-03-26 00:00:00.000;3.0;321.0;40.488;3.0;0.0;2014-03-19 00:00:00.000
2285.0;5072.0;2014-03-27 00:00:00.000;3.0;504.0;48.762;3.0;0.0;2014-03-20 00:00:00.000
2286.0;5073.0;2014-03-27 00:00:00.000;3.0;497.0;34.188;3.0;0.0;2014-03-20 00:00:00.000
2287.0;5074.0;2014-03-27 00:00:00.000;3.0;323.0;50.2635;3.0;0.0;2014-03-20 00:00:00.000
2288.0;5075.0;2014-03-27 00:00:00.000;550.0;523.0;10.731;550.0;0.0;2014-03-20 00:00:00.000
2288.0;5076.0;2014-03-27 00:00:00.000;550.0;524.0;14.1225;550.0;0.0;2014-03-20 00:00:00.000
2289.0;5077.0;2014-03-27 00:00:00.000;60.0;495.0;63.693;60.0;0.0;2014-03-20 00:00:00.000
2289.0;5078.0;2014-03-27 00:00:00.000;60.0;496.0;48.909;60.0;0.0;2014-03-20 00:00:00.000
2290.0;5079.0;2014-03-27 00:00:00.000;550.0;908.0;21.0945;550.0;0.0;2014-03-20 00:00:00.000
2290.0;5080.0;2014-03-27 00:00:00.000;550.0;909.0;30.4395;550.0;55.0;2014-03-20 00:00:00.000
2290.0;5081.0;2014-03-27 00:00:00.000;550.0;910.0;40.9395;550.0;0.0;2014-03-20 00:00:00.000
2291.0;5082.0;2014-03-27 00:00:00.000;60.0;506.0;9.198;60.0;0.0;2014-03-20 00:00:00.000
2292.0;5083.0;2014-03-27 00:00:00.000;550.0;351.0;5.775;550.0;82.0;2014-03-20 00:00:00.000
2292.0;5084.0;2014-03-27 00:00:00.000;550.0;352.0;1.155;550.0;0.0;2014-03-20 00:00:00.000
2293.0;5085.0;2014-03-27 00:00:00.000;550.0;507.0;23.394;550.0;0.0;2014-03-20 00:00:00.000
2293.0;5086.0;2014-03-27 00:00:00.000;550.0;508.0;27.6465;550.0;0.0;2014-03-20 00:00:00.000
2294.0;5087.0;2014-03-27 00:00:00.000;550.0;355.0;1.365;550.0;0.0;2014-03-20 00:00:00.000
2294.0;5088.0;2014-03-27 00:00:00.000;550.0;940.0;62.9895;550.0;0.0;2014-03-20 00:00:00.000
2295.0;5089.0;2014-03-27 00:00:00.000;550.0;351.0;6.195;550.0;0.0;2014-03-20 00:00:00.000
2295.0;5090.0;2014-03-27 00:00:00.000;550.0;352.0;1.47;523.0;0.0;2014-03-20 00:00:00.000
2295.0;5091.0;2014-03-27 00:00:00.000;550.0;679.0;6.195;550.0;0.0;2014-03-20 00:00:00.000
2296.0;5092.0;2014-03-27 00:00:00.000;550.0;507.0;22.1655;468.0;0.0;2014-03-20 00:00:00.000
2296.0;5093.0;2014-03-27 00:00:00.000;550.0;508.0;29.2845;550.0;0.0;2014-03-20 00:00:00.000
2297.0;5094.0;2014-03-28 00:00:00.000;3.0;491.0;19.9815;3.0;0.0;2014-03-21 00:00:00.000
2298.0;5095.0;2014-03-28 00:00:00.000;3.0;349.0;39.144;3.0;0.0;2014-03-21 00:00:00.000
2299.0;5096.0;2014-03-28 00:00:00.000;550.0;935.0;31.4895;550.0;0.0;2014-03-21 00:00:00.000
2299.0;5097.0;2014-03-28 00:00:00.000;550.0;936.0;48.2895;550.0;0.0;2014-03-21 00:00:00.000
2300.0;5098.0;2014-03-28 00:00:00.000;3.0;386.0;45.444;3.0;0.0;2014-03-21 00:00:00.000
2300.0;5099.0;2014-03-28 00:00:00.000;3.0;387.0;41.1705;3.0;0.0;2014-03-21 00:00:00.000
2300.0;5100.0;2014-03-28 00:00:00.000;3.0;388.0;39.0705;3.0;0.0;2014-03-21 00:00:00.000
2301.0;5101.0;2014-03-28 00:00:00.000;550.0;483.0;9.6915;550.0;0.0;2014-03-21 00:00:00.000
2301.0;5102.0;2014-03-28 00:00:00.000;550.0;484.0;6.8775;550.0;0.0;2014-03-21 00:00:00.000
2301.0;5103.0;2014-03-28 00:00:00.000;550.0;485.0;7.8015;550.0;27.0;2014-03-21 00:00:00.000
2301.0;5104.0;2014-03-28 00:00:00.000;550.0;486.0;8.757;550.0;0.0;2014-03-21 00:00:00.000
2302.0;5105.0;2014-03-28 00:00:00.000;3.0;402.0;47.4705;3.0;0.0;2014-03-21 00:00:00.000
2303.0;5106.0;2014-03-28 00:00:00.000;550.0;512.0;34.9755;550.0;0.0;2014-03-21 00:00:00.000
2304.0;5107.0;2014-03-28 00:00:00.000;3.0;403.0;45.3705;3.0;3.0;2014-03-21 00:00:00.000
2304.0;5108.0;2014-03-28 00:00:00.000;3.0;404.0;49.644;3.0;3.0;2014-03-21 00:00:00.000
2305.0;5109.0;2014-03-28 00:00:00.000;550.0;525.0;2.3205;550.0;0.0;2014-03-21 00:00:00.000
2306.0;5110.0;2014-03-28 00:00:00.000;550.0;526.0;3.6435;468.0;0.0;2014-03-21 00:00:00.000
2307.0;5111.0;2014-03-28 00:00:00.000;550.0;908.0;21.0945;550.0;0.0;2014-03-21 00:00:00.000
2307.0;5112.0;2014-03-28 00:00:00.000;550.0;909.0;30.4395;550.0;0.0;2014-03-21 00:00:00.000
2307.0;5113.0;2014-03-28 00:00:00.000;550.0;913.0;40.9395;550.0;0.0;2014-03-21 00:00:00.000
2308.0;5114.0;2014-03-28 00:00:00.000;60.0;356.0;3.6015;60.0;0.0;2014-03-21 00:00:00.000
2308.0;5115.0;2014-03-28 00:00:00.000;60.0;357.0;3.9795;60.0;0.0;2014-03-21 00:00:00.000
2309.0;5116.0;2014-03-28 00:00:00.000;550.0;935.0;31.4895;550.0;0.0;2014-03-21 00:00:00.000
2309.0;5117.0;2014-03-28 00:00:00.000;550.0;936.0;48.2895;550.0;0.0;2014-03-21 00:00:00.000
2310.0;5118.0;2014-03-28 00:00:00.000;550.0;524.0;12.9675;550.0;0.0;2014-03-21 00:00:00.000
2311.0;5119.0;2014-03-28 00:00:00.000;550.0;911.0;21.0945;550.0;0.0;2014-03-21 00:00:00.000
2311.0;5120.0;2014-03-28 00:00:00.000;550.0;912.0;30.4395;550.0;0.0;2014-03-21 00:00:00.000
2312.0;5121.0;2014-03-28 00:00:00.000;550.0;910.0;40.9395;550.0;82.0;2014-03-21 00:00:00.000
2313.0;5122.0;2014-03-31 00:00:00.000;550.0;937.0;62.9895;550.0;0.0;2014-03-24 00:00:00.000
2314.0;5123.0;2014-03-31 00:00:00.000;3.0;463.0;47.523;3.0;0.0;2014-03-24 00:00:00.000
2314.0;5124.0;2014-03-31 00:00:00.000;3.0;464.0;45.423;3.0;0.0;2014-03-24 00:00:00.000
2315.0;5125.0;2014-03-31 00:00:00.000;3.0;462.0;47.6805;3.0;0.0;2014-03-24 00:00:00.000
2316.0;5126.0;2014-03-31 00:00:00.000;550.0;510.0;23.4045;468.0;0.0;2014-03-24 00:00:00.000
2316.0;5127.0;2014-03-31 00:00:00.000;550.0;511.0;27.867;550.0;0.0;2014-03-24 00:00:00.000
2317.0;5128.0;2014-03-31 00:00:00.000;550.0;527.0;6.7515;550.0;0.0;2014-03-24 00:00:00.000
2318.0;5129.0;2014-03-31 00:00:00.000;550.0;938.0;31.4895;550.0;0.0;2014-03-24 00:00:00.000
2318.0;5130.0;2014-03-31 00:00:00.000;550.0;939.0;48.2895;550.0;0.0;2014-03-24 00:00:00.000
2318.0;5131.0;2014-03-31 00:00:00.000;550.0;509.0;36.2775;550.0;0.0;2014-03-24 00:00:00.000
2319.0;5132.0;2014-03-31 00:00:00.000;60.0;495.0;62.9265;60.0;0.0;2014-03-24 00:00:00.000
2319.0;5133.0;2014-03-31 00:00:00.000;60.0;496.0;49.6545;60.0;0.0;2014-03-24 00:00:00.000
2320.0;5134.0;2014-03-31 00:00:00.000;550.0;523.0;10.3845;550.0;0.0;2014-03-24 00:00:00.000
2321.0;5135.0;2014-03-31 00:00:00.000;3.0;429.0;41.3805;3.0;0.0;2014-03-24 00:00:00.000
2321.0;5136.0;2014-03-31 00:00:00.000;3.0;430.0;45.654;3.0;0.0;2014-03-24 00:00:00.000
2321.0;5137.0;2014-03-31 00:00:00.000;3.0;431.0;41.3805;3.0;0.0;2014-03-24 00:00:00.000
2321.0;5138.0;2014-03-31 00:00:00.000;3.0;432.0;39.2805;3.0;0.0;2014-03-24 00:00:00.000
2322.0;5139.0;2014-03-31 00:00:00.000;3.0;490.0;12.7155;3.0;0.0;2014-03-24 00:00:00.000
2322.0;5140.0;2014-03-31 00:00:00.000;3.0;491.0;19.9395;3.0;0.0;2014-03-24 00:00:00.000
2323.0;5141.0;2014-03-31 00:00:00.000;3.0;528.0;38.157;3.0;0.0;2014-03-24 00:00:00.000
2324.0;5142.0;2014-03-31 00:00:00.000;3.0;505.0;44.2155;3.0;0.0;2014-03-24 00:00:00.000
2325.0;5143.0;2014-03-31 00:00:00.000;550.0;938.0;31.4895;550.0;0.0;2014-03-24 00:00:00.000
2325.0;5144.0;2014-03-31 00:00:00.000;550.0;939.0;48.2895;523.0;0.0;2014-03-24 00:00:00.000
2326.0;5145.0;2014-03-31 00:00:00.000;60.0;358.0;6.9825;51.0;0.0;2014-03-24 00:00:00.000
2327.0;5146.0;2014-03-31 00:00:00.000;3.0;455.0;45.423;3.0;0.0;2014-03-24 00:00:00.000
2327.0;5147.0;2014-03-31 00:00:00.000;3.0;456.0;49.6965;3.0;0.0;2014-03-24 00:00:00.000
2327.0;5148.0;2014-03-31 00:00:00.000;3.0;457.0;45.423;3.0;0.0;2014-03-24 00:00:00.000
2327.0;5149.0;2014-03-31 00:00:00.000;3.0;458.0;43.323;3.0;0.0;2014-03-24 00:00:00.000
2327.0;5150.0;2014-03-31 00:00:00.000;3.0;459.0;47.5965;3.0;0.0;2014-03-24 00:00:00.000
2327.0;5151.0;2014-03-31 00:00:00.000;3.0;460.0;43.323;3.0;0.0;2014-03-24 00:00:00.000
2328.0;5152.0;2014-03-31 00:00:00.000;60.0;356.0;3.381;60.0;0.0;2014-03-24 00:00:00.000
2328.0;5153.0;2014-03-31 00:00:00.000;60.0;357.0;4.3155;60.0;0.0;2014-03-24 00:00:00.000
2329.0;5154.0;2014-04-02 00:00:00.000;3.0;389.0;43.2705;3.0;0.0;2014-03-26 00:00:00.000
2329.0;5155.0;2014-04-02 00:00:00.000;3.0;390.0;41.1705;3.0;0.0;2014-03-26 00:00:00.000
2329.0;5156.0;2014-04-02 00:00:00.000;3.0;391.0;45.444;3.0;0.0;2014-03-26 00:00:00.000
2329.0;5157.0;2014-04-02 00:00:00.000;3.0;392.0;41.1705;3.0;0.0;2014-03-26 00:00:00.000
2329.0;5158.0;2014-04-02 00:00:00.000;3.0;393.0;39.0705;3.0;0.0;2014-03-26 00:00:00.000
2330.0;5159.0;2014-04-02 00:00:00.000;3.0;490.0;12.3585;3.0;0.0;2014-03-26 00:00:00.000
2331.0;5160.0;2014-04-02 00:00:00.000;550.0;513.0;39.1965;550.0;0.0;2014-03-26 00:00:00.000
2332.0;5161.0;2014-04-02 00:00:00.000;3.0;408.0;36.9705;3.0;0.0;2014-03-26 00:00:00.000
2332.0;5162.0;2014-04-02 00:00:00.000;3.0;409.0;41.244;3.0;0.0;2014-03-26 00:00:00.000
2333.0;5163.0;2014-04-02 00:00:00.000;550.0;933.0;43.9845;550.0;0.0;2014-03-26 00:00:00.000
2333.0;5164.0;2014-04-02 00:00:00.000;550.0;934.0;38.1465;550.0;0.0;2014-03-26 00:00:00.000
2334.0;5165.0;2014-04-02 00:00:00.000;3.0;422.0;47.6805;3.0;0.0;2014-03-26 00:00:00.000
2334.0;5166.0;2014-04-02 00:00:00.000;3.0;423.0;45.5805;3.0;0.0;2014-03-26 00:00:00.000
2335.0;5167.0;2014-04-02 00:00:00.000;3.0;341.0;47.5755;3.0;0.0;2014-03-26 00:00:00.000
2335.0;5168.0;2014-04-02 00:00:00.000;3.0;342.0;45.4755;3.0;0.0;2014-03-26 00:00:00.000
2335.0;5169.0;2014-04-02 00:00:00.000;3.0;343.0;49.749;3.0;0.0;2014-03-26 00:00:00.000
2335.0;5170.0;2014-04-02 00:00:00.000;3.0;344.0;45.4755;3.0;0.0;2014-03-26 00:00:00.000
2335.0;5171.0;2014-04-02 00:00:00.000;3.0;345.0;43.3755;3.0;0.0;2014-03-26 00:00:00.000
2335.0;5172.0;2014-04-02 00:00:00.000;3.0;346.0;47.649;3.0;0.0;2014-03-26 00:00:00.000
2335.0;5173.0;2014-04-02 00:00:00.000;3.0;347.0;43.3755;3.0;0.0;2014-03-26 00:00:00.000
2335.0;5174.0;2014-04-02 00:00:00.000;3.0;348.0;41.2755;3.0;0.0;2014-03-26 00:00:00.000
2335.0;5175.0;2014-04-02 00:00:00.000;3.0;349.0;45.549;3.0;0.0;2014-03-26 00:00:00.000
2336.0;5176.0;2014-04-02 00:00:00.000;550.0;931.0;34.3455;468.0;0.0;2014-03-26 00:00:00.000
2336.0;5177.0;2014-04-02 00:00:00.000;550.0;932.0;39.2385;550.0;0.0;2014-03-26 00:00:00.000
2337.0;5178.0;2014-04-02 00:00:00.000;3.0;341.0;47.4705;3.0;0.0;2014-03-26 00:00:00.000
2337.0;5179.0;2014-04-02 00:00:00.000;3.0;342.0;45.3705;3.0;0.0;2014-03-26 00:00:00.000
2337.0;5180.0;2014-04-02 00:00:00.000;3.0;343.0;49.644;3.0;0.0;2014-03-26 00:00:00.000
2337.0;5181.0;2014-04-02 00:00:00.000;3.0;344.0;45.3705;3.0;0.0;2014-03-26 00:00:00.000
2337.0;5182.0;2014-04-02 00:00:00.000;3.0;345.0;43.2705;3.0;0.0;2014-03-26 00:00:00.000
2337.0;5183.0;2014-04-02 00:00:00.000;3.0;346.0;47.544;3.0;0.0;2014-03-26 00:00:00.000
2338.0;5184.0;2014-04-02 00:00:00.000;550.0;928.0;32.7705;550.0;0.0;2014-03-26 00:00:00.000
2338.0;5185.0;2014-04-02 00:00:00.000;550.0;929.0;37.086;550.0;0.0;2014-03-26 00:00:00.000
2338.0;5186.0;2014-04-02 00:00:00.000;550.0;930.0;43.0395;550.0;0.0;2014-03-26 00:00:00.000
2339.0;5187.0;2014-04-02 00:00:00.000;550.0;332.0;10.815;550.0;0.0;2014-03-26 00:00:00.000
2340.0;5188.0;2014-04-02 00:00:00.000;550.0;948.0;82.8345;550.0;0.0;2014-03-26 00:00:00.000
2340.0;5189.0;2014-04-02 00:00:00.000;550.0;907.0;82.8345;550.0;55.0;2014-03-26 00:00:00.000
2341.0;5190.0;2014-04-02 00:00:00.000;1250.0;325.0;0.21;1250.0;0.0;2014-03-26 00:00:00.000
2341.0;5191.0;2014-04-02 00:00:00.000;1250.0;326.0;0.21;1250.0;0.0;2014-03-26 00:00:00.000
2342.0;5192.0;2014-04-02 00:00:00.000;3.0;320.0;49.644;3.0;0.0;2014-03-26 00:00:00.000
2342.0;5193.0;2014-04-02 00:00:00.000;3.0;321.0;44.3205;3.0;0.0;2014-03-26 00:00:00.000
2343.0;5194.0;2014-04-02 00:00:00.000;550.0;930.0;42.5145;550.0;0.0;2014-03-26 00:00:00.000
2343.0;5195.0;2014-04-02 00:00:00.000;550.0;921.0;5.586;550.0;0.0;2014-03-26 00:00:00.000
2344.0;5196.0;2014-04-02 00:00:00.000;60.0;952.0;15.7395;60.0;0.0;2014-03-26 00:00:00.000
2345.0;5197.0;2014-04-03 00:00:00.000;550.0;933.0;43.4595;550.0;0.0;2014-03-27 00:00:00.000
2345.0;5198.0;2014-04-03 00:00:00.000;550.0;934.0;37.6215;523.0;0.0;2014-03-27 00:00:00.000
2345.0;5199.0;2014-04-03 00:00:00.000;550.0;922.0;6.531;550.0;0.0;2014-03-27 00:00:00.000
2345.0;5200.0;2014-04-03 00:00:00.000;550.0;923.0;6.1845;550.0;0.0;2014-03-27 00:00:00.000
2346.0;5201.0;2014-04-03 00:00:00.000;550.0;317.0;29.5785;468.0;0.0;2014-03-27 00:00:00.000
2346.0;5202.0;2014-04-03 00:00:00.000;550.0;318.0;36.099;550.0;0.0;2014-03-27 00:00:00.000
2346.0;5203.0;2014-04-03 00:00:00.000;550.0;319.0;48.5835;550.0;0.0;2014-03-27 00:00:00.000
2347.0;5204.0;2014-04-03 00:00:00.000;550.0;928.0;32.2455;550.0;0.0;2014-03-27 00:00:00.000
2347.0;5205.0;2014-04-03 00:00:00.000;550.0;929.0;36.561;550.0;0.0;2014-03-27 00:00:00.000
